Exp_Reduce_Concentrate,Exp_Increase_Concentrate,Exp_Reduce_Alertness,Exp_Increase_Alertness,Exp_Reduce_Pain_Heat,Exp_Increase_Pain_Heat,Exp_Worsen_Mood,Exp_Improve_Mood,Exp_Induce_Side_effects,Exp_Painful,Exp_Itchy,Exp_Tingle_Electrical_sensations,Exp_Warm_Hot,Exp_Metallic_Iron,Exp_Pleasant,Feeling_Anxious_overall,Feeling_Excited,Feeling_Calm,Feeling_Engaged,Feeling_Curious
18.950339235047,29.3944017273245,59.2111918692975,1.26739898523326,71.1048540090993,3.01913184913727,3.88289856036368,24.5983310260083,80.5799157345722,26.8020540839102,7.71970671663786,142.862991098099,17.4542324089257,9.84372339069437,93.8582913554655,29.5007246234992,9.2977978087833,4.22223020614269,21.8474486725163,43.9852050398828
