Electrode_location,Pain,Itching,Tingling_Electrial,Warmth_Heat,Metalic_Iron,Pleasant
overal,24.8104919630892,26.9559519897012,34.4955174767096,9.8879888155778,5.67128664045553,91.3758350036637
