Exp_Reduce_Concentrate,Exp_Increase_Concentrate,Exp_Reduce_Alertness,Exp_Increase_Alertness,Exp_Reduce_Pain_Heat,Exp_Increase_Pain_Heat,Exp_Worsen_Mood,Exp_Improve_Mood,Exp_Induce_Side_effects,Exp_Painful,Exp_Itchy,Exp_Tingle_Electrical_sensations,Exp_Warm_Hot,Exp_Metallic_Iron,Exp_Pleasant,Feeling_Anxious_overall,Feeling_Excited,Feeling_Calm,Feeling_Engaged,Feeling_Curious
12.5288077091515,3.67562048378441,1.75468298489316,26.5081536987472,3.16578875768655,38.2003331218162,24.8552371329365,0.246431940676918,29.7946172041661,33.6900675259798,51.1629888691156,22.275897848259,11.6850631646617,1.65108413828432,87.1886264054735,29.9383384554538,1.76627048600905,2.01396678174296,10.3161764625897,32.2579713418151
